id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,lum,var,var_min,var_max
0,,,,,,Sol,0,0,0,0,0,0,-26.7,4.85,0.656,0.000005,0,0,0,0,0,0,0,0,0,1,,,
122,122,224889,9084,,The Oct,,0.026616,-77.065724,66.5779,-56.52,-176.95,24,4.78,0.663,1.254,14.902031,0.103716,-64.888859,-0.00005004,-0.00001859,-0.00003671,0.00696808335394281,-1.34505063043081,-0.0000002740166922,-0.000000857877807,47.2933414918652,,,
154,154,224935,9089,,30    Psc,,0.032672,-6.014072,132.4503,46.62,-41.32,-12,4.37,-1.24,1.631,131.716394,1.126662,-13.877167,-0.00001524,0.0000298,-0.0000251,0.00855347867620641,-0.104965358843855,0.0000002260201379,-0.000000200325012,272.897778280804,YY,4.418,4.308
300,301,225132,9098,,2    Cet,,0.06233,-17.335988,83.4725,28.57,-7.28,-5,4.55,-0.058,-0.047,79.670013,1.300177,-24.872663,-0.00000595,0.00001147,-0.00000129,0.0163180279735997,-0.302570063826306,0.0000001385112685,-0.000000035294435,91.8755601666062,,,
355,355,225212,9103,,3    Cet,,0.075033,-10.509523,641.0256,-6.49,-11.88,-42,4.99,-4.044,1.619,630.150175,12.379991,-116.922329,-0.00004856,-0.00002113,-0.00002846,0.0196435746864312,-0.183425783963819,-0.0000000314644079,-0.000000057595865,3610.77145100353,,,
441,443,28,3,,33    Psc,,0.088928,-5.707618,39.4945,-8.29,88.19,-6,4.61,1.627,1.029,39.287997,0.914841,-3.927804,-0.00000439,-0.00000169,0.00001741,0.0232813053282765,-0.09961672987464,-0.0000000401910541,0.000000427557184,19.4625615936124,BC,4.62,4.6
676,677,358,15,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12,2.07,-0.297,-0.038,25.974572,0.951042,14.461264,-0.00000002,0.00001958,-0.0000265,0.0365971627080156,0.507723818465945,0.0000006577952018,-0.000000790003892,114.498553469019,Alp,2.083,2.063
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,0.38,8.600014,0.344589,14.409503,0.00001681,0.00004329,0.00000239,0.0400258528303233,1.03235840436763,0.0000025374663227,-0.000000874700842,30.0607630262823,Bet,2.303,2.263
763,765,496,25,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,122.15,-180.13,-9.2,3.88,0.652,1.013,30.82377,1.266396,-31.665333,-0.00003526,0.00002475,-0.0000202,0.0410596787492195,-0.798443209330218,0.0000005921999108,-0.000000873294882,47.7749234659094,,,
908,910,693,33,Gl 10,6    Cet,,0.187739,-15.467977,18.7477,-84.2,-269.31,14.6,4.89,3.525,0.487,18.046958,0.887717,-5.000042,0.00000823,-0.00000726,-0.00002757,0.0491498571352085,-0.269967134452576,-0.000000408213119,-0.000001305651723,3.38844156139202,,,
1065,1067,886,39,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4,2.83,-2.567,-0.19,115.664183,6.687324,31.442127,0.00000504,0.00000303,-0.00000356,0.0577524133796261,0.265003740449339,0.000000022786243,-0.000000039948647,926.403100736399,Gam,2.846,2.816
1166,1168,1013,45,,89Chi Peg,,0.243378,20.206702,112.8668,90.66,1.88,-46,4.79,-0.473,1.572,105.704826,6.744268,38.98495,-0.00004757,0.00004667,-0.00001528,0.0637162239057244,0.352673475751849,0.0000004395320828,0.000000009114497,134.648028838785,,,
1169,1170,1038,48,,7    Cet,,0.244005,-18.932866,137.1742,-27.15,-73.78,-23,4.44,-1.246,1.64,129.488149,8.283,-44.507481,-0.00003694,-0.00002045,-0.00003878,0.0638802752645001,-0.330440840835914,-0.0000001316269143,-0.000000357695533,274.410041825657,AE,4.484,4.384
1363,1366,1280,63,,24The And,,0.284863,38.681636,94.697,-50.01,-17.9,1,4.61,-0.272,0.059,73.717927,5.507828,59.184918,0.00000763,-0.00002245,-0.00000578,0.0745769335159356,0.67512190066058,-0.0000002424553216,-0.000000086781648,111.892248195524,,,
1470,1473,1404,68,,25Sig And,,0.305463,36.785224,41.3223,-66.51,-42.48,-8,4.51,1.429,0.054,32.988623,2.643715,24.744457,-0.00000039,-0.0000134,-0.00001171,0.0799700055661843,0.642023274947554,-0.0000003224495789,-0.000000205948851,23.3560824662522,,,
1559,1562,1522,74,,8Iot Cet,,0.323799,-8.823921,84.1751,-14.37,-37.84,19,3.56,-1.066,1.214,82.880324,7.042663,-12.912353,0.00001727,-0.00000442,-0.00001824,0.0847702514073984,-0.15400648121809,-0.0000000696677259,-0.000000183453496,232.487710150165,,,
1595,1599,1581,77,Gl 17,Zet Tuc,,0.334142,-64.874791,8.5866,1707.56,1165.36,9,4.23,4.561,0.576,3.631914,0.318885,-7.774227,0.00004144,0.00007498,0.00001226,0.0874781017392323,-1.13227869803381,0.0000082784844837,0.000005649824707,1.30496841413022,,,
2016,2021,2151,98,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2220.12,324.37,22.9,2.82,3.457,0.618,1.635267,0.184517,-7.275205,0.00000754,0.00008163,-0.00002026,0.112028110147992,-1.34834096383632,0.0000107634454847,0.000001572590135,3.60744733864192,,,
2069,2072,2262,100,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,106.14,32.83,11.3,3.93,2.046,0.175,17.106924,1.964466,-16.443574,0.00000951,0.00001342,-0.00000524,0.114332017585855,-0.762356840312104,0.0000005145812405,0.000000159164331,13.2312233311337,,,
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75,2.4,0.327,1.083,19.083654,2.198282,-17.483284,0.00002323,0.00003218,-0.00008456,0.114682902957825,-0.738378668832116,0.0000011284523229,-0.000001714495099,64.4465984741688,,,
2204,2210,2429,105,,Eta Scl,,0.465472,-33.007167,138.5042,-20.48,-50.39,11,4.86,-0.847,1.634,115.288699,14.119065,-75.449377,-0.00000726,-0.00001474,-0.0000345,0.121860392213884,-0.576083740604114,-0.0000000992898418,-0.000000244297613,190.020300257723,Eta,4.94,4.81
2466,2472,2834,125,,Lam1Phe,,0.523594,-48.803514,52.9661,140.74,19.47,-2,4.76,1.14,0.018,34.558503,4.767165,-39.85461,-0.00000255,0.00003613,0.00000483,0.137076571359273,-0.851782011059299,0.000000682326774,0.000000094393223,30.4789498962798,,,
2478,2484,2884,126,,Bet1Tuc,,0.525725,-62.958218,41.4079,82.48,-54.37,14,4.36,1.275,-0.064,18.64771,2.582977,-36.881102,-0.00000545,0.00001596,-0.00001771,0.137634399900333,-1.09882818744048,0.0000003998743237,-0.000000263593198,26.9153480392692,,,
2479,2487,2885,127,,Bet2Tuc,,0.525946,-62.965561,51.6529,87.95,-45.79,10,4.53,0.965,0.147,23.255404,3.222589,-46.009047,-0.00000853,0.00002105,-0.00001432,0.13769240594428,-1.09895635546661,0.000000426393632,-0.000000221996184,35.8096437102636,,4.548,4.278
2499,2505,2772,123,,14Lam Cas,,0.529539,54.522289,115.7407,40.78,-14.81,-12,4.74,-0.577,-0.098,66.52975,9.282854,94.252351,-0.00000351,0.00002261,-0.00001482,0.138633078936416,0.951593452742073,0.0000001977070189,-0.000000071800906,148.183551751643,,,
2592,2599,2905,130,,15Kap Cas,,0.549997,62.931783,100000,3.99,-2.1,-2,4.17,-15.83,0.13,45034.191856,6529.619087,89046.536344,0.00061866,0.00204417,-0.00046507,0.143988852260576,1.09836681091549,0.0000000193440659,-0.000000010181087,187068214.03658,Kap,4.21,4.14
2906,2912,3369,154,,29Pi  And,,0.61468,33.719344,183.4862,15.23,-3.56,9,4.34,-1.978,-0.123,150.645938,24.453844,101.857872,0.00000712,0.00001488,0.00000248,0.160922836074831,0.588513566980539,0.0000000738371235,-0.000000017259367,538.517721997528,,,
2914,2920,3360,153,,17Zet Cas,Fulu,0.616188,53.896909,181.8182,17.77,-9.15,2,3.69,-2.608,-0.196,105.743565,17.207892,146.901502,0.00000511,0.0000167,-0.0000031,0.161317681824672,0.940678523846054,0.000000086151391,-0.000000044360451,962.055219186215,,,
3025,3031,3546,163,,30Eps And,,0.642602,29.311751,50.226,-229.41,-254.08,-84,4.34,0.835,0.871,43.176578,7.332959,24.588338,-0.00003464,-0.00006254,-0.000096,0.168232680153185,0.511586571622259,-0.0000011122110646,-0.000001231814599,40.3645392967605,,,
3086,3092,3627,165,,31Del And,,0.655462,30.861024,32.352,115.38,-83.05,-7,3.27,0.72,1.268,27.363473,4.742224,16.595166,-0.00000256,0.00001792,-0.00001485,0.171599655557715,0.538626476919591,0.0000005593780246,-0.000000402637761,44.8745389933132,,,
3172,3179,3712,168,,18Alp Cas,Schedar,0.675116,56.537331,69.979,50.36,-32.17,-4,2.24,-1.985,1.17,37.984817,6.784483,58.379619,0.00000374,0.00001802,-0.00000943,0.176744881331483,0.986762576310091,0.0000002441521695,-0.000000155964561,542.000890401624,Alp,2.25,2.23
3238,3245,3919,180,,Mu  Phe,,0.688766,-46.085007,75.358,-28.92,1.04,19,4.59,0.204,0.953,51.420268,9.373821,-54.285737,0.00001542,-0.00000793,-0.00001373,0.180318627178981,-0.804335102881957,-0.0000001402081164,0.000000005042062,72.1771949668699,,,
3293,3300,3901,179,,19Xi  Cas,,0.701081,50.512526,438.5965,12.32,-6.48,-10,4.8,-3.41,-0.105,274.222888,50.904565,338.492753,-0.00000072,0.00002651,-0.00001665,0.183542561629148,0.881609886110648,0.0000000597290454,-0.000000031415926,2013.72424986239,,,
3398,3405,4150,191,,Eta Phe,,0.722567,-57.46306,75.5287,-5.16,15.5,2,4.36,-0.031,0.024,39.897951,7.638724,-63.674097,0.00000613,-0.00000075,0.00000133,0.189167583106623,-1.00291959247145,-0.0000000250163859,0.00000007514612,89.6189806861614,,,
3407,3414,4058,184,,20Pi  Cas,,0.724466,47.024546,53.6769,-24.52,-37.16,13,4.95,1.301,0.17,35.934654,6.898434,39.272564,0.00001705,-0.00000322,0.00000314,0.189664667832248,0.820733159628324,-0.0000001188763145,-0.000000180156763,26.2784654083849,Pi,4.962,4.942
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,1.019,27.583638,5.310463,-9.119792,0.00000782,0.00003545,0.00000025,0.190194642230461,-0.313925470402652,0.000001128597767,0.000000158582554,116.091387012618,,,
3448,3455,4188,194,,17Phi1Cet,,0.7365,-10.60955,71.6332,-6.96,-113.88,1,4.77,0.494,0.998,69.103848,13.491898,-13.188762,-0.0000057,-0.00000357,-0.00003906,0.192815348748469,-0.185171586925916,-0.0000000337430322,-0.000000552105819,55.2586155630078,,,
3496,3504,4180,193,,22Omi Cas,,0.74542,48.284364,215.5172,17.79,-7.62,-17,4.48,-2.187,-0.069,140.690195,27.809754,160.874126,-0.00000912,0.00001714,-0.00001828,0.195150533673095,0.842721129750483,0.0000000862483538,-0.000000036942802,652.829844158614,Omi,4.497,4.457
3685,3693,4502,215,,34Zet And,,0.788981,24.267178,58.0046,-101.23,-81.89,-24,4.08,0.263,1.1,51.755023,10.844894,23.839349,-0.0000068,-0.00003051,-0.00003108,0.206554707702223,0.423542155128174,-0.0000004907768888,-0.000000397013923,68.3596766838105,Zet,4.112,4.042
3778,3786,4656,224,,63Del Psc,,0.811373,7.585079,95.4198,83.14,-50.48,32,4.44,-0.458,1.5,92.459279,19.940749,12.595285,0.00002662,0.00004508,-0.00001883,0.212417029898323,0.132384604577981,0.000000403074094,-0.000000244733945,132.800588624373,,,
3793,3801,4636,223,,25Nu  Cas,,0.813892,50.968168,126.2626,30.28,-9.82,9,4.9,-0.606,-0.091,77.715955,16.814743,98.08037,0.00000631,0.00002033,0.00000336,0.213076409513847,0.889562338423849,0.0000001468015825,-0.000000047608703,152.194865090365,,,
3814,3821,4614,219,Gl 34A,24Eta Cas,Achird,0.81826,57.815187,5.9531,1087.11,-559.65,8.2,3.46,4.586,0.587,3.098462,0.674227,5.038376,0.00001105,0.00003451,-0.0000015,0.214219875507524,1.00906537697707,0.0000052704580027,-0.000002713259763,1.27526370645973,Eta,3.507,3.457
3871,3881,4727,226,,35Nu  And,,0.830234,41.078911,189.3939,22.68,-18.05,-24,4.53,-1.857,-0.136,139.406857,30.787155,124.45018,-0.00001192,0.00001869,-0.00002862,0.217354793112749,0.716962246297396,0.0000001099557428,-0.000000087508869,481.725903559163,,,
4137,4147,5112,248,,20    Cet,,0.883471,-1.14426,179.8561,6.49,-16.29,16,4.78,-1.495,1.55,175.031944,41.221192,-3.591689,0.00001435,0.00000919,-0.00001453,0.231292069313569,-0.019971107041295,0.0000000314644079,-0.000000078976148,345.143739335856,,,
4142,4151,5015,244,Gl 41,,,0.884511,61.12397,18.7441,-68.45,169.72,20.8,4.8,3.436,0.54,8.810315,2.077392,16.413746,-0.00000172,-0.0000068,0.00002608,0.231564421269062,1.06681452472556,-0.0000003318549643,0.000000822825778,3.67790070422386,,,
4282,4292,5234,253,,26Ups1Cas,,0.916715,58.972698,100.7049,-32.24,-40.69,-23,4.83,-0.185,1.216,50.420166,12.338344,86.296046,0.0000085,-0.00001412,-0.0000304,0.239995439340607,1.0292677418815,-0.0000001563039306,-0.000000197270686,103.27614057614,,,
4412,4422,5395,265,,28Ups2Cas,Castula,0.944432,59.181056,61.2745,-92.56,-45.33,-47,4.62,0.684,0.957,30.437701,7.68286,52.6216,-0.00000594,-0.00002986,-0.00004818,0.247251813494001,1.03290427404714,-0.0000004487435427,-0.000000219766041,46.3873966756031,,,
4417,4427,5394,264,,27Gam Cas,Cih,0.945143,60.71674,168.3502,25.65,-3.82,-7,2.15,-3.981,-0.046,79.836717,20.168018,146.837047,-0.00000589,0.0000201,-0.00000777,0.247437951103704,1.05970702895103,0.0000001243547091,-0.000000018519882,3407.21861659357,Gam,2.173,2.133
4426,4436,5448,269,,37Mu  And,,0.945885,38.499345,39.7772,152.78,36.82,8,3.86,0.862,0.13,30.180673,7.630372,24.761577,-0.0000053,0.00002905,0.00001065,0.247632170110485,0.671940321948474,0.0000007406983412,0.000000178508397,39.373135370085,,,
4453,4463,5516,271,,38Eta And,,0.953445,23.417648,70.4225,-43.72,-46.06,-10,4.4,0.161,0.94,62.61915,15.963361,27.988017,0.00000065,-0.00001524,-0.00001849,0.249611333345265,0.408715060079666,-0.0000002119605411,-0.000000223305181,75.0930942454065,,,
4567,4577,5737,280,,Alp Scl,,0.976766,-29.357449,238.0952,22.44,6.3,10,4.3,-2.584,-0.154,200.770598,52.489589,-116.727788,0.00000552,0.00002821,0.00000132,0.255716838931662,-0.512384144746466,0.0000001087921899,0.000000030543261,941.022483526751,Alp,4.308,4.298
4896,4906,6186,294,,71Eps Psc,,1.049058,7.890135,55.7414,-80.57,25.88,7,4.27,0.539,0.952,53.144471,14.974142,7.651854,0.00001181,-0.00001929,0.00000791,0.274642745124154,0.137708841860575,-0.0000003906143824,0.00000012546978,53.0151506678459,,,
5154,5165,6595,322,,Bet Phe,,1.101407,-46.718414,100000,-70.16,31.6,-1,3.32,-16.68,0.885,65728.03719,19495.774096,-72799.31262,0.02036281,-0.02943628,0.01050305,0.288347703728815,-0.815390137490174,-0.0000003401452783,0.000000153201123,409260659.730011,,,
5337,5348,6882,338,,Zet Phe,Wurren,1.139742,-55.24576,91.5751,21.17,29.7,15,3.94,-0.869,-0.12,49.896436,15.346501,-75.238648,0.00001595,0.00001474,-0.00000509,0.298383846056742,-0.964220411090449,0.0000001026350562,0.000000143989663,193.909907861485,Zet,4.199,3.929
5353,5364,6805,334,GJ 3075,31Eta Cet,,1.143164,-10.182264,37.9939,215.81,-138.33,12.9,3.46,0.561,1.161,35.733354,11.025427,-6.716585,-0.00000361,0.00004048,-0.00002741,0.299279571918535,-0.177714035124185,0.000001046276404,-0.000000670642764,51.9517283011068,,,
5361,5372,5848,285,,,,1.145613,86.25709,85.9107,80.34,-11.36,9,4.24,-0.43,1.213,5.357793,1.65718,85.727534,-0.0000048,0.00003354,0.00000888,0.299920739118971,1.5054702290952,0.000000389499311,-0.000000055074834,129.419584144999,,,
5423,5434,6811,335,,42Phi And,,1.158368,47.241792,219.7802,3.81,-13.02,-2.2,4.26,-2.45,0.012,142.401313,44.559066,161.368161,0.00000705,0.00000646,-0.00001107,0.303260002624761,0.824524821676016,0.0000000184714012,-0.000000063122741,831.763771102671,,,
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,1.576,46.946371,14.741814,35.255129,0.00000223,0.00005471,-0.00002725,0.30426179273799,0.621696012069061,0.0000008512843417,-0.000000544106393,474.241985260245,,,
5530,5542,6961,343,,33The Cas,,1.185017,55.149901,40.95,226.62,-19.34,9,4.34,1.279,0.17,22.283015,7.143859,33.605678,-0.00000572,0.00004541,0.00000536,0.310236844491675,0.962547346574056,0.0000010986847629,-0.000000093762965,26.8163706676073,,,
5559,5571,7087,351,,84Chi Psc,,1.190894,21.03465,117.6471,41.66,-10.55,16,4.66,-0.693,1.024,104.513869,33.683383,42.227416,0.0000093,0.00002796,0.00000026,0.311775322267069,0.367123899456374,0.0000002019733793,-0.000000051147843,164.892157315083,,,
5574,5586,7106,352,,83Tau Psc,,1.194342,30.089638,51.7598,74.29,-37.61,30,4.51,0.94,1.092,42.613504,13.776233,25.950131,0.00002403,0.00002736,0.00000722,0.312677919470729,0.525163256538781,0.0000003601680833,-0.000000182338425,36.6437574647833,,,
5730,5742,7318,360,,85Phi Psc,,1.229152,24.583713,136.7989,18.58,-21.26,6,4.67,-1.01,1.047,118.013398,39.343134,56.911417,0.00000696,0.00001531,-0.00001027,0.321791156185841,0.429066736125355,0.0000000900783818,-0.000000103071388,220.80047330189,,,
5849,5862,7570,370,Gl 55,Nu  Phe,,1.253043,-45.531664,15.1149,664.47,178.12,11.6,4.97,4.073,0.571,10.023612,3.411601,-10.786636,0.000001,0.00005177,0.00000068,0.328045925612803,-0.794677453936389,0.0000032214414632,0.000000863550127,2.04550243110935,,,
5884,5896,7788,377,Gl 55.3A,Kap Tuc,,1.262704,-68.875927,20.9556,411.11,127.43,4,4.25,2.643,0.48,7.143194,2.45156,-19.547464,-0.00000074,0.0000439,0.00000085,0.330575186778319,-1.20211170626686,0.0000019931175221,0.000000617798073,7.63484105183097,,,
6179,6193,7964,383,,90Ups Psc,,1.324443,27.264059,94.4287,26.21,-11.62,8,4.74,-0.136,0.032,78.942697,28.524892,43.257068,0.00000505,0.00001458,-0.00000098,0.346738246859575,0.475847589065696,0.0000001270696657,-0.000000056335349,98.7188301068396,,,
6228,6242,7927,382,,34Phi Cas,,1.334699,58.231611,100000,-1.31,-2.19,-24,4.95,-15.05,0.683,49467.137003,18024.596194,85018.328882,0.00105332,-0.00029209,-0.00057981,0.349423416428232,1.01633333509758,-0.0000000063510592,-0.000000010617419,91201083.935591,,,
6397,6411,8207,390,,46Xi  And,Adhil,1.372337,45.528778,65.7462,32.21,8.73,-13,4.87,0.781,1.077,43.117698,16.194066,46.916563,-0.00001419,0.00000564,-0.00000754,0.359276883386757,0.794627076337047,0.0000001561584865,0.000000042324234,42.4228654922951,,,
6523,6537,8512,402,,45The Cet,,1.40039,-8.183257,34.8918,-78.38,-206.88,17,3.6,0.886,1.065,32.241501,12.380133,-4.96651,0.00001617,-0.00000799,-0.00003711,0.366621351026575,-0.142824770097243,-0.0000003799969628,-0.000001002982542,38.5123482428931,,,
6656,6670,8705,412,,46    Cet,,1.427009,-14.598796,88.1834,42.54,-17.25,-23,4.9,0.173,1.231,79.449924,31.144316,-22.226489,-0.00002956,0.00000795,-0.00000121,0.373590202597722,-0.254797061765641,0.0000002062397397,-0.000000083630359,74.2677043714698,,,
6672,6686,8538,403,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7,2.66,0.24,0.16,14.082378,5.53413,26.457567,-0.00000685,0.0000445,0.00000258,0.374429587276611,1.05130401557496,0.0000014410601841,-0.00000023993429,69.8232404077171,Del,2.666,2.656
6678,6692,8491,399,,36Psi Cas,,1.432208,68.130012,59.8086,75.07,26.82,-12,4.72,0.836,1.047,20.730917,8.159197,55.504166,-0.00001894,0.00001594,-0.00000849,0.374951114559262,1.1890930367365,0.00000036394963,0.000000130027029,40.3273792976113,,,
6799,6813,8799,417,,48Ome And,,1.460915,45.406687,28.6205,356.99,-109.32,11,4.83,2.547,0.421,18.641784,7.499275,20.380957,-0.00000114,0.00005293,-0.00000264,0.382466605943134,0.792496191514744,0.0000017307363582,-0.000000529998315,8.34065197408663,,,
6853,6867,9053,429,,Gam Phe,,1.472759,-43.318234,71.6332,-18.21,-207.71,26,3.41,-0.866,1.542,48.291055,19.600485,-49.144111,-0.00002555,-0.00001719,-0.00007072,0.385567303510002,-0.756045806306831,-0.0000000882845712,-0.000001007006495,193.374854529526,Gam,3.478,3.388
6993,7007,9138,434,,98Mu  Psc,,1.503087,6.14382,93.1966,293.23,-46.36,34,4.84,-0.007,1.372,85.579481,35.529252,9.974354,-0.00001679,0.00013647,-0.0000171,0.393507319167611,0.107229895353308,0.0000014216191555,-0.000000224759622,87.6597040321279,,,
7068,7083,9362,440,,Del Phe,,1.520851,-49.072702,43.573,138.22,154.2,-7,3.93,0.734,0.972,26.31178,11.067445,-32.92116,0.00000704,0.00003464,0.00002675,0.398157754457856,-0.856480224651419,0.0000006701094693,0.000000747582695,44.2996199100364,,,
7083,7097,9270,437,,99Eta Psc,Alpherg,1.524725,15.345823,107.1811,25.73,-3.29,15,3.62,-1.531,0.974,95.233975,40.171366,28.364911,0.00000885,0.00001824,0.00000241,0.3991719864974,0.267835137434262,0.00000012474256,-0.00000001595037,356.779588288563,,,
7280,7294,9408,442,,39Chi Cas,,1.565528,59.23204,63.8162,-43.06,-23.18,6,4.68,0.655,0.991,29.942244,13.008585,54.833867,0.00001384,-0.00000851,0.0000016,0.409854274343255,1.03379412467665,-0.0000002087607708,-0.000000112379811,47.6430986805416,,,
7499,7513,9826,458,Gl 61,50Ups And,Titawin,1.613299,41.405459,13.4916,-172.57,-381.01,-28.7,4.1,3.45,0.536,9.229933,4.147969,8.92295,-0.00000042,-0.00001256,-0.0000381,0.422360683374025,0.722661584099715,-0.0000008366429685,-0.000001847188604,3.63078054770101,,,
7574,7588,10144,472,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16,0.45,-2.705,-0.158,21.065573,9.568417,-35.951967,-0.00000584,0.00001738,-0.00001826,0.426355065913764,-0.998969869241576,0.0000004267330016,-0.000000194313323,1051.96187382322,Alp,0.487,0.427
7593,7607,9927,464,,51    And,Nembus,1.633205,48.628213,54.3183,60.9,-112.42,16,3.59,-0.085,1.275,32.669331,14.886999,40.762548,0.00002341,0.00002829,-0.00000729,0.4275720594509,0.848722428009034,0.0000002952515315,-0.000000545027539,94.1889596522841,,,
7803,7818,10205,477,,53Tau And,,1.676337,40.577049,218.3406,16.67,-23.5,-14,4.96,-1.736,-0.068,150.121031,70.465886,142.023934,-0.0000027,0.00001823,-0.00002821,0.438864049161355,0.708203107101878,0.0000000808184405,-0.000000113931214,430.923322818626,,,
7869,7884,10380,489,,106Nu  Psc,,1.690526,5.487613,111.3586,-22.73,3.61,0.4,4.45,-0.784,1.347,100.168039,47.473101,10.649285,0.00000545,-0.00001099,0.00000198,0.442578719766191,0.0957769181405138,-0.0000001101981496,0.000000017501773,179.308137708044,,,
7903,7918,10307,483,Gl 67,,,1.696383,42.613369,12.7389,791.35,-180.16,3.1,4.96,4.434,0.618,8.465575,4.02816,8.624862,-0.00001209,0.00004837,-0.00000604,0.444111922014284,0.743743593397148,0.0000038365730611,-0.000000873440326,1.46689828220629,,,
7984,7999,10550,500,,,,1.712086,-3.6902,364.9635,-11.67,-34.38,-34,4.98,-2.831,1.378,328.229658,157.834292,-23.489626,-0.00002585,-0.00003534,-0.00005846,0.44822310194463,-0.0644061474407513,-0.0000000565777565,-0.000000166678943,1181.40825192089,,,
8053,8068,10516,496,,Phi Per,,1.727675,50.688732,220.2643,24.08,-13.59,1,4.01,-2.705,-0.098,125.512408,60.986585,170.421939,-0.00000056,0.00002832,-0.0000084,0.452304207502425,0.884685273495934,0.0000001167431343,-0.000000065886179,1051.96187382322,Phi,4.09,3.98
8087,8102,10700,509,Gl 71,52Tau Cet,,1.734479,-15.93748,3.6502,-1721.82,854.07,-17,3.49,5.678,0.727,3.154083,1.539508,-1.00226,0.00000207,-0.00003289,0.00001931,0.454085440334498,-0.278161501328241,-0.0000083476189145,0.000004140648201,0.46644452520378,,,
8183,8198,10761,510,,110Omi Psc,Torcular,1.756564,9.157736,85.6898,70.82,38.99,14,4.26,-0.405,0.942,75.808974,37.546943,13.637807,-0.0000027,0.00003149,0.00001827,0.459867349269175,0.159832641002473,0.0000003433450486,0.000000189028854,126.473634747115,,,
8481,8497,11171,531,GJ 9061A,53Chi Cet,,1.826418,-10.68641,23.1857,-148.9,-94.47,-0.9,4.66,2.834,0.333,20.228295,10.483677,-4.299405,0.00000515,-0.00001618,-0.00001026,0.478155072483759,-0.186513045530485,-0.0000007218875703,-0.000000458003484,6.40324324468947,,,
8628,8645,11353,539,,55Zet Cet,Baten Kaitos,1.857676,-10.335038,72.0461,38.78,-38.04,9,3.74,-0.548,1.136,62.65906,33.12747,-12.925362,-0.00000043,0.00001509,-0.00001472,0.486338411094022,-0.180380435702335,0.0000001880107453,-0.000000184423124,144.277962312948,,,
8777,8796,11443,544,Gl 78.1,2Alp Tri,Mothallah,1.884696,29.578829,19.4175,12.02,-233.69,-16.2,3.42,1.979,0.488,14.872602,7.99818,9.584806,-0.00000366,-0.00000069,-0.00002731,0.493412345902789,0.516247958590463,0.0000000582746044,-0.00000113296109,14.0734313831835,Alp,3.429,3.409
8813,8832,11502,546,,5Gam2Ari,Mesarthim,1.89217,19.293852,50.3018,79.43,-99.1,-1,3.88,0.372,-0.047,41.769649,22.568336,16.620371,-0.00000303,0.00002038,-0.00002315,0.495368912515682,0.336741238059376,0.0000003850875065,-0.000000480450357,61.8301072751713,Gam,3.892,3.872
8814,8833,11559,549,,111Xi  Psc,,1.892597,3.187536,54.9149,23.69,23.9,30,4.61,0.912,0.928,48.236339,26.069281,3.053521,0.00002364,0.00001995,0.00000806,0.495480817958158,0.0556330068666037,0.0000001148523609,0.000000115870469,37.6010523668496,,,
8818,8837,11695,555,,Psi Phe,,1.894102,-46.302669,104.8218,-92.38,-91.46,2,4.39,-0.712,1.597,63.693781,34.455513,-75.786103,-0.00000598,-0.0000566,-0.00003359,0.495874641129817,-0.80813401784268,-0.0000004478708781,-0.000000443410592,167.803107829096,Psi,4.451,4.311
8867,8886,11415,542,,45Eps Cas,Segin,1.906584,63.670101,126.2626,31.98,-18.66,-8,3.35,-2.156,-0.15,49.169644,26.806887,113.163436,-0.00000357,0.00002035,-0.0000124,0.499142499629882,1.11125290442047,0.000000155043415,-0.000000090466232,634.453795775715,,,
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.8,-4,2.64,1.365,0.165,14.752622,8.063457,6.389157,-0.00000443,0.00000715,-0.00001032,0.5002117420097,0.363168721573765,0.0000004669725371,-0.000000527477284,24.7742205763328,,,
8909,8928,11977,570,,Eta2Hyi,,1.915572,-67.647303,67.0691,76,73.17,-16,4.68,0.547,0.931,22.365936,12.262188,-62.029417,0.00000196,0.00002925,0.00002418,0.501495572010976,-1.18066817104101,0.0000003684583972,0.00000035473817,52.6259562080318,,,
